time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust,dealer,foreign,"K(9,3)","D(9,3)",J,DIF12-26,MACD9,OSC,volume,MA5,MA10,financing,financing_difference,tomorrow,percentage
2019/8/12,10491.79,10514.05,10440.77,10472.36,10480.5,10567.84,10678.44,10593.25,11147.01,10745.84,10344.67,-3259,-1359,38864,0.3211,0.2814,0.4006,-85.56,-32.29,-53.27,1266.86,1295.92,1307.54,1287,7597,10362.66,-0.002108726
2019/8/13,10436.62,10436.62,10361.89,10362.66,10453.48,10537.22,10669.29,10590.05,11149.4,10720.15,10290.9,-3257,-1365,38788,0.3069,0.2899,0.3409,-96.26,-45.08,-51.18,1193.58,1275.86,1321.37,1289,1.06,10427.73,-0.010475194
2019/8/14,10444.5,10518.02,10427.73,10427.73,10453.82,10522.18,10662.25,10587.8,11137.41,10697.24,10257.06,-3244,-1362,38761,0.3438,0.3079,0.4156,-98.02,-55.67,-42.35,1461.53,1276.09,1336.11,1291,2.25,10327.13,0.006279276
2019/8/15,10374.75,10374.75,10287.76,10327.13,10416.25,10489.26,10651.72,10583.73,11136.05,10672.17,10208.28,-3241,-1363,38700,0.3355,0.3171,0.3723,-107.94,-66.12,-41.81,1231.33,1278.82,1327.6,1287,-4.02,10420.89,-0.009647354
2019/8/16,10345.42,10456.32,10318.37,10420.89,10405.91,10470.35,10642.98,10580.45,11125.64,10653.25,10180.86,-3242,-1360,38597,0.4452,0.3598,0.6159,-108.5,-74.6,-33.9,1200.48,1270.76,1316.59,1290,3.63,10488.75,0.009078999
2019/8/19,10449.39,10516.05,10449.39,10488.75,10429.24,10471.35,10637.51,10578.72,11100.3,10634.03,10167.75,-3236,-1357,38560,0.6012,0.4403,0.9232,-101.19,-79.92,-21.28,1204.77,1258.34,1277.13,1296,5.67,10522.5,0.00651192
2019/8/20,10508.42,10538.12,10497.13,10522.5,10458.34,10479.57,10633.54,10577.69,11058.84,10612.92,10167.01,-3234,-1353,38526,0.7134,0.5313,1.0775,-91.58,-82.25,-9.33,1214.92,1262.61,1269.23,1296,-291,10525.8,0.003217733
2019/8/21,10526.87,10545.25,10504.49,10525.8,10480.76,10487.94,10630,10576.83,11011.64,10591.85,10172.06,-3234,-1370,38505,0.7837,0.6154,1.1203,-82.58,-82.32,-0.27,1110.8,1192.46,1234.27,1301,4.57,10529.78,0.000313614
2019/8/22,10560.01,10596.41,10515.72,10529.78,10504,10499.31,10627.39,10576.39,10961.03,10571.55,10182.08,-3215,-1375,38473,0.7839,0.6716,1.0084,-73.19,-80.49,7.3,1232.71,1192.74,1235.78,1303,2.19,10538.11,0.000378119
2019/8/23,10526.15,10541.73,10503.07,10538.11,10511.76,10504.39,10624.11,10575.58,10902,10551.39,10200.78,-3217,-1346,38465,0.7929,0.712,0.9548,-66.01,-77.59,11.59,1100.08,1172.66,1221.71,1301,-1.97,10354.57,0.00079109
2019/8/26,10453.4,10453.4,10340.15,10354.57,10474.63,10485.48,10616.77,10572.69,10847.92,10524.52,10201.12,-3223,-1359,38321,0.6008,0.675,0.4524,-71.96,-76.47,4.51,1170.5,1165.8,1212.07,1301,-1210,10387.23,-0.017416785
2019/8/27,10386.21,10431.78,10368.96,10387.23,10447.6,10468.77,10609.46,10569.73,10782.04,10499.59,10217.14,-3216,-1358,38236,0.5079,0.6193,0.2853,-74.36,-76.04,1.69,1236.91,1170.2,1216.4,1306,5.71,10434.29,0.003154163
2019/8/28,10397.6,10456.3,10397.6,10434.29,10438.88,10460.16,10603.29,10567.27,10718.72,10479.76,10240.8,-3212,-1366,38249,0.4776,0.5721,0.2887,-72.45,-75.33,2.88,1020.93,1152.22,1172.34,1309,2.55,10462.43,0.004530563
2019/8/29,10440.15,10466.99,10406.49,10462.43,10440.59,10457.23,10598.07,10565.24,10641.09,10461.69,10282.29,-3208,-1362,38230,0.4775,0.5405,0.3513,-68.62,-73.98,5.37,1042.49,1114.18,1153.46,1314,5.05,10618.05,0.002696877
2019/8/30,10504.28,10618.05,10504.28,10618.05,10480.78,10476.12,10596.86,10565.17,10605.53,10456.01,10306.48,-3206,-1343,38381,0.6516,0.5776,0.7998,-53.66,-69.92,16.26,1482.17,1190.6,1181.63,1308,-5.68,10634.85,0.014874174
2019/9/2,10613.19,10634.85,10589.42,10634.85,10526.55,10501.93,10597.56,10566.04,10624.46,10460.3,10296.13,-3203,-1326,38420,0.7678,0.641,1.0214,-38.63,-63.66,25.03,1058.49,1168.2,1167,1315,6.97,10558.21,0.001582211
2019/9/3,10629.22,10650.15,10557.03,10558.21,10550.58,10519.52,10597.59,10566.58,10635.6,10467.04,10298.48,-3206,-1322,38348,0.7463,0.6761,0.8868,-29.81,-56.89,27.08,1055.77,1131.97,1151.08,1322,6.24,10657.31,-0.007206496
2019/9/4,10566.32,10670.43,10566.32,10657.31,10572.09,10536.9,10598.17,10567.38,10664.34,10480.17,10295.99,-3208,-1293,38402,0.8176,0.7233,1.0064,-18.02,-49.12,31.1,1070.93,1141.97,1147.1,1327,5.24,10756.93,0.009386061
2019/9/5,10718.4,10766.6,10714.27,10756.93,10627.74,10573.65,10602.78,10570.22,10713.41,10498.7,10284,-3195,-1262,38590,0.8709,0.7725,1.0677,0.27,-39.24,39.51,1546.62,1242.8,1178.49,1317,-9.53,10780.64,0.009347575
2019/9/6,10783.46,10803.07,10753.45,10780.64,10678.55,10611.2,10608.6,10573.69,10760.34,10513.01,10265.68,-3194,-1274,38682,0.8967,0.8139,1.0623,17.04,-27.98,45.03,1313.07,1208.98,1199.79,1319,1.94,10801.14,0.00220416
2019/9/9,10808.68,10829.44,10778.15,10801.14,10720.48,10646.32,10615.02,10577.5,10805.79,10529.45,10253.11,-3196,-1291,38725,0.9093,0.8457,1.0365,31.83,-16.02,47.85,1167.33,1230.75,1199.47,1316,-3.27,10753.58,0.001901557
2019/9/10,10791.95,10810.03,10732.78,10753.58,10737.68,10669.18,10620.17,10580.72,10830.63,10549,10267.36,-3203,-1296,38748,0.8797,0.857,0.9251,39.86,-4.84,44.71,1213.38,1262.27,1197.12,1314,-1.43,10790.35,-0.004403239
2019/9/11,10787.65,10815.59,10746.87,10790.35,10753.49,10690.26,10625.58,10584.1,10861.6,10567.13,10272.65,-3197,-1322,38812,0.8797,0.8646,0.91,47.56,5.64,41.93,1199.38,1287.96,1214.96,1316,1.72,10827.55,0.003419326
2019/9/12,10830.25,10862.68,10804.02,10827.55,10779.37,10715.87,10632.32,10588.18,10885.84,10592.15,10298.46,-3192,-1329,38876,0.8815,0.8702,0.9041,56.61,15.83,40.78,1208.73,1220.38,1231.59,1318,1.78,10898.13,0.003447525
2019/9/16,10822.69,10898.13,10822.69,10898.13,10806.38,10742.15,10639.79,10592.68,10927.2,10616.01,10304.82,-3186,-1348,38969,0.921,0.8872,0.9887,66.96,26.06,40.9,1195.76,1196.92,1202.95,1320,1.7,10874.5,0.006518557
2019/9/17,10908.85,10912.23,10866.43,10874.5,10834.42,10769.13,10648.01,10597.6,10960.06,10635.3,10310.53,-3185,-1364,39022,0.911,0.8951,0.9427,74.51,35.75,38.76,1175.47,1198.54,1214.64,1322,2.5,10929.45,-0.002168262
2019/9/18,10887.42,10971.54,10878.34,10929.45,10861.84,10795.96,10656.82,10602.88,11000,10655.65,10311.29,-3186,-1410,39201,0.8861,0.8921,0.8741,83.18,45.23,37.95,1304.65,1216.8,1239.53,1316,-6.65,10894.7,0.005053106
2019/9/19,10947.62,10954.18,10874.66,10894.7,10880.49,10818.11,10665.38,10608.08,11028.03,10674.09,10320.15,-3184,-1423,39212,0.8168,0.867,0.7164,87.23,53.63,33.6,1146.71,1206.26,1247.11,1316,1820,10929.69,-0.003179483
2019/9/20,10908.1,10931.76,10903.45,10929.69,10893.08,10836.31,10673.67,10613.21,11058.2,10694.09,10329.98,-3176,-1425,39261,0.8194,0.8512,0.756,90.93,61.09,29.84,1479.8,1260.48,1240.43,1321,5.29,10919.02,0.003211653
2019/9/23,10924.81,10948.19,10905.92,10919.02,10903.55,10852.35,10681.89,10618.36,11082.43,10713.13,10343.84,-3178,-1444,39276,0.8063,0.8362,0.7465,92.74,67.42,25.32,1068.41,1235.01,1215.96,1331,10,10918.01,-0.00097624
2019/9/24,10917.44,10947.53,10886.62,10918.01,10908.17,10864.17,10689.61,10623.3,11081.72,10741.3,10400.88,-3187,-1442,39298,0.7915,0.8213,0.7318,92.67,72.47,20.19,1097.08,1219.33,1208.94,1332,9898,10873.69,-9.24991E-05
2019/9/25,10885.67,10885.67,10825.85,10873.69,10894.68,10864.82,10695.45,10627.34,11068.86,10765.63,10462.39,-3187,-1465,39267,0.6663,0.7696,0.4596,87.34,75.44,11.89,1062.59,1170.92,1193.86,1330,-2.5,10871.99,-0.004059348
2019/9/26,10909.57,10934.91,10856.96,10871.99,10894.24,10870.01,10701.94,10631.74,11052.73,10787.51,10522.29,-3184,-1479,39256,0.5546,0.6979,0.2679,83.7,77.1,6.61,1160.19,1173.61,1189.94,1334,4.49,10829.68,-0.000156341
2019/9/27,10904,10921.17,10827.61,10829.68,10886.37,10870.12,10707.47,10635.68,11025.45,10805.87,10586.3,-3190,-1508,39279,0.3785,0.5914,-0.0475,77.35,77.15,0.21,1247.72,1127.2,1193.84,1332,-2.21,10967.65,-0.003891652
2019/10/1,10855.6,10967.65,10855.6,10967.65,10894.79,10877.66,10714.17,10640.25,11035.88,10823.35,10610.82,-3189,-1523,39418,0.5768,0.5866,0.5572,78.49,77.42,1.07,1498.49,1213.21,1224.11,1332,3908,10947.88,0.012739989
2019/10/2,10945.92,10965.2,10927.39,10947.88,10912.06,10890.2,10721.79,10645.31,11039.46,10839.01,10638.55,-3182,-1540,39432,0.6714,0.6148,0.7844,79.07,77.75,1.33,1169.51,1227.7,1223.51,1343,10.4,10875.91,-0.001802574
2019/10/3,10866.5,10888.4,10809.28,10875.91,10894.71,10884.71,10726.32,10648.86,11008.77,10854.89,10701.01,-3181,-1564,39344,0.5878,0.6058,0.5518,71.87,76.57,-4.7,1217.16,1258.61,1214.77,1357,14.7,10894.48,-0.006573875
2019/10/4,10907.69,10941.49,10854.12,10894.48,10896.29,10887.39,10732,10653,10991.73,10866.75,10741.76,-3177,-1587,39335,0.5712,0.5943,0.5251,68.11,74.88,-6.77,1235.65,1273.7,1223.66,1370,12.9,10935.06,0.001707443
2019/10/7,10932.24,10954.45,10919.43,10935.06,10909.29,10896.1,10738.66,10657.67,10993.23,10875.66,10758.08,-3171,-1597,39360,0.6455,0.6114,0.7139,67.56,73.42,-5.85,1143.85,1252.93,1190.07,1371,1.28,11017.31,0.003724822
2019/10/8,10986.01,11020.51,10986.01,11017.31,10940.35,10915.44,10747.31,10663.36,11011.88,10887.49,10763.1,-3173,-1602,39462,0.7586,0.6605,0.955,72.29,73.19,-0.9,1310.2,1215.27,1214.24,1364,-7.38,10889.96,0.007521678
2019/10/9,10976.93,10989.39,10889.96,10889.96,10939.09,10919.28,10753.52,10667.88,11009.84,10891.93,10774.02,-3183,-1643,39390,0.6331,0.6513,0.5966,67.55,72.06,-4.51,1304.65,1242.3,1235,1371,6.84,11066.95,-0.011559083
2019/10/14,11004.74,11085.49,11004.74,11066.95,10972.88,10941.32,10762.92,10674.04,11030.97,10907.6,10784.23,-3177,-1602,39542,0.733,0.6786,0.8419,74.34,72.52,1.82,1627,1324.27,1291.44,1362,-8.79,11111.8,0.016252585
2019/10/15,11103.5,11126.45,11091.29,11111.8,11018.01,10971.67,10774.25,10681.22,11064.3,10923.67,10783.04,-3174,-1614,39591,0.8066,0.7212,0.9773,83.14,74.64,8.5,1376.04,1352.35,1313.03,1371,8.67,11162.83,0.004052607
2019/10/16,11166.17,11180.11,11113.18,11162.83,11063.86,11005.11,10786.75,10689.06,11108.5,10940.43,10772.37,-3173,-1647,39684,0.8555,0.766,1.0346,92.63,78.24,14.39,1480.47,1419.67,1336.3,1378,6.83,11186.88,0.004592415
2019/10/17,11156.14,11186.88,11131.45,11186.88,11097.69,11034.24,10799.16,10696.93,11152.86,10954.87,10756.88,-3171,-1641,39776,0.9037,0.8119,1.0873,100.47,82.69,17.78,1236.97,1405.03,1310.15,1387,9.14,11180.22,0.002154472
2019/10/18,11190.21,11237.38,11154.86,11180.22,11128.68,11062.68,10812,10705.09,11187.25,10970.16,10753.06,-3170,-1639,39837,0.8861,0.8366,0.985,106.67,87.48,19.19,1463.73,1436.84,1339.57,1391,4.38,11184.15,-0.00059534
2019/10/21,11166.24,11188.13,11147.86,11184.15,11142.99,11082.48,10823.79,10712.8,11218.07,10982.89,10747.72,-3170,-1636,39885,0.873,0.8487,0.9215,109.35,91.86,17.5,1032.08,1317.86,1321.06,1401,9.64,11271.25,0.000351514
2019/10/22,11221.19,11271.25,11218.25,11271.25,11177.15,11112.12,10837.61,10721.61,11264.33,11001.72,10739.11,-3174,-1640,40023,0.9153,0.8709,1.0041,116.74,96.83,19.91,1274.42,1297.53,1324.94,1406,4.88,11239.67,0.007787807
2019/10/23,11266.18,11281.12,11209.1,11239.67,11201.11,11137.01,10851.1,10730.32,11297.02,11017.22,10737.42,-3171,-1659,40072,0.9082,0.8834,0.9579,119.95,101.46,18.5,1408.28,1283.1,1351.38,1405,-4142,11320.14,-0.002801819
2019/10/24,11266.84,11320.14,11254.59,11320.14,11230.88,11164.9,10865.51,10739.58,11342.41,11037.28,10732.15,-3169,-1645,40220,0.9388,0.9019,1.0127,126,106.37,19.63,1433.41,1322.38,1363.71,1407,2.03,11296.12,0.007159463
2019/10/25,11336.64,11347.18,11281.37,11296.12,11259.03,11192.25,10880.26,10749.1,11375.92,11056.18,10736.45,-3170,-1643,40253,0.8927,0.8988,0.8805,129.42,110.98,18.44,1304.42,1290.52,1363.68,1407,-2949,11315.02,-0.002121882
2019/10/28,11321.99,11341.03,11295.44,11315.02,11278.81,11215.18,10894.62,10758.51,11405.39,11078.25,10751.11,-3174,-1628,40322,0.8827,0.8934,0.8611,131.53,115.09,16.44,1175.62,1319.23,1318.54,1410,2.54,11333.87,0.001673141
2019/10/29,11347.39,11373.95,11292.83,11333.87,11298.21,11237.33,10909.12,10768.07,11432.17,11101.34,10770.51,-3179,-1645,40387,0.8667,0.8845,0.831,133.04,118.68,14.36,1467.44,1357.83,1327.68,1407,-2.66,11380.28,0.001665927
2019/10/30,11336.97,11380.28,11306.95,11380.28,11315.85,11258.02,10923.62,10777.71,11456.31,11128.87,10801.43,-3177,-1660,40457,0.9111,0.8934,0.9466,134.97,121.94,13.03,1251.57,1326.49,1304.79,1414,7.3,11358.71,0.004094806
2019/10/31,11393.68,11428.42,11358.71,11358.71,11338.86,11281.09,10938.74,10787.74,11481.67,11148.42,10815.18,-3177,-1676,40526,0.8579,0.8816,0.8107,136.08,124.76,11.31,1560.79,1351.97,1337.18,1407,-6.79,11399.53,-0.001895384
2019/11/1,11373.7,11399.53,11335.51,11399.53,11351.59,11298.54,10953.11,10797.48,11508.03,11171.01,10833.99,-3180,-1662,40609,0.8614,0.8748,0.8345,135.98,127.01,8.97,1374.56,1366,1328.26,1412,4.29,11556.85,0.003593718
2019/11/4,11451.72,11559.07,11451.72,11556.85,11402.68,11336.05,10971.2,10809.18,11553.34,11205.05,10856.77,-3173,-1627,40754,0.9055,0.885,0.9463,146.13,130.83,15.3,1584.95,1447.86,1383.55,1414,2.27,11644.03,0.013800569
2019/11/5,11576.18,11644.03,11576.18,11644.03,11471.82,11385.88,10992.15,10822.41,11609.87,11242.53,10875.2,-3172,-1590,40885,0.937,0.9024,1.0062,160.07,136.68,23.39,1562.19,1466.81,1412.32,1409,-4.99,11653.07,0.007543578
2019/11/6,11645.08,11668.2,11601.7,11653.07,11528.55,11432.45,11013.45,10835.96,11658.67,11278.43,10898.2,-3178,-1593,40951,0.9449,0.9166,1.0017,170.52,143.45,27.07,1611.59,1538.82,1432.66,1414,4.69,11606.56,0.000776364
2019/11/7,11642.91,11647.47,11552.08,11606.56,11556.45,11465.14,11033.09,10848.79,11693.91,11307.89,10921.88,-3180,-1601,41000,0.9086,0.9139,0.8979,173.5,149.46,24.05,1416.48,1509.96,1430.96,1413,-6398,11579.54,-0.003991223
2019/11/8,11620.89,11642.41,11561.31,11579.54,11571.31,11489.85,11051.71,10861.23,11694.61,11342.37,10990.13,-3175,-1597,41016,0.8603,0.896,0.7889,172.87,154.14,18.73,1415.93,1518.23,1442.11,1417,4.39,11427.28,-0.002327994
2019/11/11,11570.33,11570.33,11409.83,11427.28,11545.69,11490.68,11066.22,10871.69,11690.61,11360.39,11030.17,-3180,-1618,41054,0.6846,0.8255,0.4026,159.87,155.29,4.59,1539.1,1509.06,1478.46,1406,-11,11520.37,-0.013149054
2019/11/12,11463.33,11520.37,11459.68,11520.37,11527.44,11490.73,11080.15,10881.93,11697.26,11380.82,11064.38,-3181,-1615,41101,0.6416,0.7642,0.3963,151.58,154.55,-2.97,1195.63,1435.75,1451.28,1411,4.57,11467.83,0.008146296
