time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust,dealer,foreign,"K(9,3)","D(9,3)",J,DIF12-26,MACD9,OSC,volume,MA5,MA10,financing,financing_difference,tomorrow,percentage
2015/1/16,9245.77,9256.86,9109.46,9138.29,9192.38,9190.54,9108.24,9082.25,9340.6,9179.08,9017.55,-2401,247,37194,0.4792,0.5182,0.4013,29.16,36.9,-7.74,1158.77,951.61,972.61,2108,3.37,9174.06,-0.002924139
2015/1/19,9183.76,9247.09,9151.82,9174.06,9191.31,9190.29,9110.89,9084.02,9326.88,9187.8,9048.72,-2401,223,37283,0.4954,0.5106,0.465,27.4,35,-7.6,895.52,962.14,980.81,2092,-16.2,9251.69,0.003914299
2015/1/20,9188.76,9259.31,9177.48,9251.69,9200.65,9195.57,9114.45,9086.25,9330.51,9195.64,9060.76,-2401,231,37369,0.601,0.5408,0.7216,29.57,33.91,-4.35,870.22,950.71,956.6,2092,405,9319.71,0.008461902
2015/1/21,9283.79,9319.71,9275.68,9319.71,9233.67,9214.51,9120.52,9089.78,9344.07,9206.74,9069.41,-2402,230,37541,0.734,0.6052,0.9917,36.8,34.49,2.31,1002.07,964.36,959.98,2085,-7.1,9369.51,0.00735217
2015/1/22,9336.81,9386.56,9336.81,9369.51,9274.92,9240.49,9128.29,9094.21,9369.97,9215.9,9061.83,-2396,238,37661,0.8022,0.6708,1.0648,46.58,36.91,9.67,990.05,983.32,950.5,2084,-9367,9470.94,0.005343514
2015/1/23,9422,9471.8,9422,9470.94,9332.18,9277.98,9138.73,9100.03,9418.91,9231.52,9044.12,-2393,247,37873,0.8673,0.7363,1.1293,61.16,41.76,19.4,1199,991.37,971.49,2076,-7.41,9477.67,0.010825539
2015/1/26,9474.56,9478.53,9436.47,9477.67,9377.05,9312.31,9149.48,9106.1,9460.29,9244.7,9029.1,-2391,249,37964,0.9108,0.7945,1.1434,72.58,47.92,24.66,907.17,993.7,977.92,2080,3.13,9521.59,0.000710595
2015/1/27,9505.56,9523.73,9471.19,9521.59,9419.87,9347.44,9161.16,9112.7,9506.34,9259.85,9013.36,-2390,252,38097,0.9388,0.8426,1.1312,84.04,55.15,28.9,911.9,1002.04,976.37,2083,3.25,9510.92,0.00463405
2015/1/28,9503.2,9515.29,9471.31,9510.92,9446.64,9375.21,9172.27,9119.1,9540.75,9271.08,9001.41,-2391,261,38199,0.9489,0.878,1.0906,91.48,62.41,29.06,833.6,968.34,966.35,2086,3.18,9426.9,-0.001120611
2015/1/29,9479.36,9482.13,9403.75,9426.9,9447.11,9388.45,9181.31,9124.54,9557.08,9279.01,9000.93,-2408,239,38200,0.8791,0.8784,0.8806,90.9,68.11,22.79,835.35,937.4,960.36,2091,5.17,9361.91,-0.008834056
2015/1/30,9452.85,9466.65,9361.91,9361.91,9435.01,9392.52,9188.84,9129.27,9561.93,9281.74,9001.54,-2414,233,38171,0.7636,0.8401,0.6106,85.67,71.62,14.05,873.86,872.38,931.87,2091,-1606,9386.99,-0.006894101
2015/2/2,9368.83,9410.43,9352.19,9386.99,9416.55,9390.17,9195.09,9133.41,9571.26,9287.38,9003.51,-2419,229,38215,0.6587,0.7797,0.4167,80.29,73.36,6.93,730.61,837.07,915.38,2091,2055,9448.73,0.002678941
2015/2/3,9394.47,9460.17,9394.47,9448.73,9419.18,9396.41,9202.61,9138.22,9577.14,9307.4,9037.66,-2415,236,38292,0.6387,0.7327,0.4508,79.45,74.58,4.88,778.46,810.38,906.21,2086,-5.1,9513.92,0.006577188
2015/2/4,9477.52,9533.88,9477.52,9513.92,9446.36,9415.37,9212.39,9144.21,9591.91,9329.09,9066.27,-2417,244,38395,0.7225,0.7293,0.709,83.62,76.38,7.23,982.75,840.21,904.28,2084,-1.63,9512.05,0.00689934
2015/2/5,9511.06,9517.42,9472.42,9512.05,9465.32,9431.35,9221.92,9150.15,9613.64,9342.79,9071.94,-2418,226,38417,0.775,0.7445,0.8359,85.42,78.19,7.23,744.21,821.98,879.69,2088,3.27,9456.18,-0.000196554
2015/2/6,9521.88,9521.88,9448.65,9456.18,9472.6,9441.49,9230.62,9155.72,9623.37,9354.82,9086.28,-2418,208,38430,0.7074,0.7321,0.658,83.25,79.2,4.05,728.79,792.96,832.67,2086,-1.89,9421.5,-0.005873602
2015/2/9,9465.12,9465.12,9413.18,9421.5,9462.14,9441.45,9237.52,9160.43,9624.24,9366.98,9109.73,-2418,200,38463,0.5988,0.6877,0.4209,77.38,78.84,-1.46,664.08,779.66,808.36,2079,-7.17,9393.7,-0.003667443
2015/2/10,9405.59,9435.07,9390.13,9393.7,9443.47,9435.02,9243.05,9164.5,9624.89,9375.08,9125.27,-2419,195,38507,0.4753,0.6169,0.1922,69.73,77.02,-7.29,760.24,776.01,793.2,2074,-4.5,9462.22,-0.002950698
2015/2/11,9430.17,9488.72,9430.17,9462.22,9446.59,9438.26,9249.93,9169.26,9624.84,9389.18,9153.51,-2425,200,38582,0.5188,0.5842,0.3879,67.54,75.12,-7.58,974.22,774.31,807.26,2068,-6.16,9496.31,0.00729425
2015/2/12,9496.39,9500.35,9447.19,9496.31,9459.41,9446.77,9257.64,9174.48,9621.82,9405.74,9189.65,-2427,198,38667,0.6102,0.5929,0.645,66.99,73.5,-6.51,769.6,779.38,800.68,2056,-12.5,9529.51,0.003602749
2015/2/13,9500.04,9542.09,9499.97,9529.51,9478.91,9459.7,9266.17,9180.16,9609.47,9425.3,9241.13,-2427,194,38792,0.7126,0.6328,0.8722,69,72.6,-3.59,775.83,788.79,790.88,2025,-30.7,9629.37,0.003496095
2015/2/24,9582.39,9638.48,9582.39,9629.37,9521.99,9486.69,9277.39,9187.23,9614.05,9448.07,9282.08,-2422,204,38910,0.7962,0.6872,1.014,77.34,73.55,3.8,1147.87,885.55,832.6,2025,10,9699.54,0.010479028
2015/2/25,9655.72,9699.54,9653.77,9699.54,9573.71,9521.32,9290.49,9195.33,9645.05,9470.46,9295.87,-2424,200,39053,0.8641,0.7462,1.0999,88.44,76.52,11.91,971.95,927.89,851.95,2033,8.47,9622.1,0.007287081
2015/2/26,9687.48,9688.07,9610.59,9622.1,9599.83,9545.09,9302.35,9202.88,9657.68,9485.58,9313.47,-2427,205,39137,0.826,0.7728,0.9324,91.94,79.61,12.33,985.96,930.24,852.27,2041,7.83,9601.36,-0.007983884
2015/3/2,9665.11,9690.43,9588.36,9601.36,9611.99,9561.68,9313.3,9210.04,9667.67,9497.17,9326.67,-2431,204,39147,0.7782,0.7746,0.7854,92.41,82.17,10.25,928.3,961.98,870.68,2050,8.72,9605.77,-0.002155455
2015/3/3,9628.06,9642.95,9571.64,9605.77,9612.03,9570.85,9323.09,9216.69,9680.29,9503.91,9327.53,-2436,196,39186,0.7511,0.7668,0.7198,90.63,83.86,6.77,859.87,978.79,883.79,2050,4663,9621.73,0.00045931
2015/3/4,9596.24,9635.18,9580.78,9621.73,9610.85,9577.69,9332.45,9223.16,9694.25,9511.12,9327.98,-2445,198,39249,0.7378,0.7571,0.6992,88.86,84.86,4,850.82,919.38,902.47,2051,4700,9595.09,0.001661501
2015/3/5,9627.04,9631.04,9564.44,9595.09,9608.7,9582.55,9341.37,9229.47,9701.54,9514.79,9328.04,-2450,187,39241,0.6872,0.7338,0.594,84.99,84.89,0.1,859.3,896.85,912.37,2064,12.8,9645.77,-0.002768733
2015/3/6,9587.59,9645.77,9574.55,9645.77,9610.27,9588.16,9350.29,9235.81,9716.78,9521.53,9326.29,-2453,197,39279,0.7017,0.7231,0.6588,83.51,84.61,-1.1,957.79,891.22,910.73,2064,1089,9562.98,0.005281868
2015/3/9,9617.04,9617.04,9549.76,9562.98,9602.42,9587.9,9358.04,9241.61,9719.36,9528.34,9337.32,-2456,193,39172,0.4972,0.6478,0.196,77.02,83.09,-6.07,867.62,879.08,920.53,2077,13,9536.53,-0.008583037
2015/3/10,9566.25,9583.78,9520.33,9536.53,9585.52,9581.32,9364.39,9246.74,9712.16,9537.07,9361.98,-2457,197,39085,0.3616,0.5524,-0.02,68.76,80.23,-11.46,931.35,893.38,936.08,2082,5.22,9523.18,-0.002765874
2015/3/11,9503.28,9561.81,9472.54,9523.18,9562.08,9569.3,9369.33,9251.18,9705.14,9543.88,9382.61,-2465,207,39003,0.3185,0.4744,0.0067,59.58,76.1,-16.52,970.42,917.3,918.34,2093,11.2,9596,-0.00139988
2015/3/12,9537.23,9608.02,9530.74,9596,9564.05,9569.06,9375.85,9256.41,9707.83,9551.24,9394.65,-2468,226,39018,0.4012,0.45,0.3036,56.7,72.22,-15.52,971.63,939.76,918.31,2093,-4715,9579.35,0.007646605
2015/3/13,9608.44,9633.51,9579.35,9579.35,9576.09,9574.72,9383.2,9262.09,9710.58,9554.51,9398.44,-2467,225,38968,0.473,0.4577,0.5036,54.6,68.7,-14.09,884.53,925.11,908.16,2099,5.95,9512.91,-0.001735098
2015/3/16,9583.45,9590.76,9512.91,9512.91,9567.4,9570.22,9388.67,9266.85,9710.58,9554.56,9398.53,-2477,236,38890,0.393,0.4361,0.3068,47.51,64.46,-16.94,839.39,919.46,899.27,2108,9.79,9539.44,-0.006935752
2015/3/17,9555.1,9629.8,9539.44,9539.44,9566.91,9569.45,9394.48,9271.8,9708.33,9558.72,9409.1,-2481,233,38893,0.3907,0.421,0.3302,43.78,60.32,-16.54,982.32,929.66,911.52,2109,8924,9653.43,0.002788842
2015/3/18,9563.74,9653.43,9561.5,9653.43,9580.62,9576.46,9401.48,9277.35,9711.29,9570.31,9429.34,-2486,233,39000,0.5938,0.4786,0.8243,45.82,57.42,-11.6,1075.69,950.71,934,2110,1.21,9736.73,0.011949339
2015/3/19,9668.01,9745.59,9668.01,9736.73,9621.94,9599.76,9411.42,9284.42,9721.62,9587.47,9453.31,-2490,270,39085,0.7184,0.5585,1.0381,54.18,56.77,-2.6,1182.44,992.87,966.32,2115,4.42,9749.69,0.008629057
2015/3/20,9706.35,9749.69,9705.32,9749.69,9657.21,9623.03,9421.79,9291.74,9740.76,9601.84,9462.92,-2496,273,39076,0.8123,0.6431,1.1506,61.45,57.71,3.74,1222.55,1060.48,992.79,2121,5.93,9758.09,0.001331042
2015/3/23,9759.88,9775.63,9729.81,9758.09,9690.09,9647.18,9432.75,9299.42,9760.77,9614.93,9469.09,-2504,283,39096,0.8556,0.7139,1.1388,67.79,59.73,8.07,1048.95,1102.39,1010.93,2126,4.72,9731.66,0.000861566
2015/3/24,9759.96,9768.71,9701.33,9731.66,9706.87,9664.13,9442.83,9306.7,9773.78,9625.04,9476.29,-2515,287,39087,0.8479,0.7586,1.0266,70.23,61.83,8.4,975.74,1101.08,1015.37,2130,4.58,9667.83,-0.002708522
2015/3/25,9739.25,9743.58,9653.47,9667.83,9704.92,9670.84,9451.3,9313.22,9776.87,9626.96,9477.05,-2528,270,39054,0.7618,0.7597,0.7662,67.33,62.93,4.4,968.68,1079.67,1015.19,2133,3.16,9619.12,-0.006559004
2015/3/26,9579.63,9619.12,9540.03,9619.12,9666.44,9656.05,9455.83,9317.79,9769.11,9622.94,9476.76,-2546,278,38939,0.6426,0.7207,0.4866,57.61,61.86,-4.26,1201.71,1083.53,1038.2,2140,6.95,9503.72,-0.005038359
2015/3/27,9593.07,9608.44,9503.72,9503.72,9628.37,9637.17,9458.99,9321.66,9772.16,9617.02,9461.88,-2554,264,38743,0.4284,0.6233,0.0388,43.79,58.25,-14.46,1143.97,1067.81,1064.15,2146,6.09,9521.87,-0.011996939
2015/3/30,9533.38,9556.25,9503.53,9521.87,9595.17,9617.46,9461.28,9325.09,9773.57,9613.04,9452.52,-2563,263,38729,0.3081,0.5182,-0.1121,32.15,53.03,-20.88,925.64,1043.15,1072.77,2142,-4.53,9586.44,0.001909778
2015/3/31,9568.38,9594.75,9527.87,9586.44,9586.57,9608.72,9464.82,9329.12,9773,9612.08,9451.16,-2569,261,38708,0.307,0.4478,0.0253,26.49,47.72,-21.23,1070.6,1062.12,1081.6,2141,-1.26,9507.66,0.006781231
2015/4/1,9575.11,9575.11,9503.53,9507.66,9571.16,9596.29,9467.3,9332.62,9773.49,9606.37,9439.26,-2575,251,38640,0.2097,0.3684,-0.1077,17.74,41.72,-23.99,872.45,1042.87,1061.27,2140,-940,9600.32,-0.008217858
2015/4/2,9535.98,9628.95,9535.98,9600.32,9572.54,9592.47,9470.84,9336.63,9773.7,9606.64,9439.58,-2575,253,38693,0.2584,0.3317,0.1116,16.09,36.6,-20.51,945.45,991.62,1037.58,2139,-1.52,9641.9,0.009745826
2015/4/7,9619.97,9653.97,9613.33,9641.9,9592.46,9599.71,9476.13,9341.51,9773.33,9606.44,9439.56,-2576,273,38713,0.3462,0.3366,0.3654,18.32,32.94,-14.62,930.42,948.91,1008.36,2138,-5013,9571.97,0.004331106
2015/4/8,9646.07,9654.67,9562,9571.97,9597.87,9601.34,9480.48,9345.93,9773.36,9606.89,9440.43,-2578,272,38647,0.3258,0.333,0.3115,16.06,29.56,-13.51,944.61,952.71,997.93,2147,8.56,9568.04,-0.00725272
2015/4/9,9597.21,9663.05,9559.71,9568.04,9597.58,9600.55,9484.3,9350.08,9772.82,9608.47,9444.11,-2580,279,38635,0.352,0.3393,0.3774,14.07,26.47,-12.4,1008.61,940.31,1001.21,2144,-3.22,9617.7,-0.000410574
2015/4/10,9626.88,9648.34,9582.84,9617.7,9604.7,9603.9,9488.71,9354.52,9772.83,9613.19,9453.55,-2587,292,38672,0.4732,0.384,0.6518,14.49,24.07,-9.58,926.69,951.16,997.02,2140,-3.85,9666.52,0.005190196
2015/4/13,9622.64,9666.52,9622.59,9666.52,9617.99,9611.29,9493.82,9359.32,9777.79,9616.72,9455.65,-2579,306,38697,0.6488,0.4723,1.002,17.77,22.81,-5.04,867.96,935.66,963.64,2136,-4.17,9642.22,0.005076058
2015/4/14,9646.28,9664.1,9631.19,9642.22,9627.31,9617.59,9498.81,9364.06,9780.35,9619.86,9459.38,-2582,317,38664,0.7162,0.5536,1.0414,19.28,22.11,-2.82,948.29,939.23,944.07,2146,10.4,9540.06,-0.002513831
2015/4/15,9629.7,9654.15,9508.14,9540.06,9612.54,9611.3,9501.57,9367.67,9778.49,9621.22,9463.95,-2586,314,38447,0.5522,0.5531,0.5503,13.52,20.39,-6.86,1144.65,979.24,965.97,2165,19.3,9656.87,-0.01059507
2015/4/16,9578.71,9656.87,9578.71,9656.87,9614.29,9612.48,9505.38,9371.81,9780.43,9627.09,9473.75,-2591,321,38552,0.6811,0.5958,0.8519,14.98,19.31,-4.33,1046.38,986.79,963.55,2158,-6.93,9570.93,0.012244158
2015/4/17,9608.6,9615.52,9570.93,9570.93,9606.69,9608.67,9508.21,9375.44,9777.68,9622.97,9468.25,-2597,307,38514,0.5862,0.5926,0.5735,11.54,17.75,-6.21,991.34,999.72,975.44,2161,2.77,9552.85,-0.008899364
2015/4/20,9541.83,9572.65,9508.57,9552.85,9585.79,9596.91,9509.38,9378.23,9762.08,9613.77,9465.47,-2604,307,38512,0.4849,0.5567,0.3414,5.89,15.38,-9.49,914.61,1009.05,972.36,2158,-3.6,9533.98,-0.001889054
2015/4/21,9554.8,9598.86,9512.64,9533.98,9573.88,9588.39,9510.71,9381.07,9741.22,9602.99,9464.76,-2611,295,38546,0.3777,0.497,0.1389,1.26,12.56,-11.3,944.63,1008.32,973.78,2144,-13.1,9613,-0.001975327
2015/4/22,9549.61,9630.79,9549.61,9613,9577.84,9587.91,9513.17,9384.45,9714.5,9595.73,9476.97,-2612,305,38609,0.4725,0.4888,0.4397,2.13,10.47,-8.34,1046.85,988.76,984,2141,-3.28,9797.49,0.008288249
2015/4/23,9655.3,9814.88,9655.3,9797.49,9628.81,9613.88,9520.31,9390.17,9735.07,9599.02,9462.98,-2610,353,38833,0.6294,0.5357,0.8168,15.93,11.56,4.37,1445.26,1068.54,1027.67,2148,7.07,9913.28,0.01919172
2015/4/24,9839.71,9961.31,9839.71,9913.28,9715.37,9663.81,9532.38,9398.41,9802.9,9611.3,9419.7,-2612,346,39297,0.7176,0.5963,0.9602,37.78,16.81,20.97,1686.37,1207.55,1103.63,2137,-11.3,9973.12,0.011818333
2015/4/27,9941.18,10002.58,9937.04,9973.12,9798.07,9718.3,9546.51,9407.75,9877.25,9629,9380.75,-2615,382,39513,0.7919,0.6615,1.0526,59.62,25.37,34.25,1321.48,1288.92,1148.99,2153,15.6,9956.83,0.006036347
2015/4/28,9998.08,10014.28,9918.01,9956.83,9855.98,9764.39,9560.46,9417.07,9930.81,9651.65,9372.49,-2613,398,39622,0.8234,0.7155,1.0392,75.25,35.35,39.91,1181.66,1336.33,1172.32,2167,14.8,9853.83,-0.001633391
2015/4/29,9934.82,9978.87,9842.5,9853.83,9871.49,9789.5,9571.67,9425.1,9953.97,9668.25,9382.53,-2621,392,39695,0.7765,0.7358,0.8579,80.32,44.34,35.98,1149.97,1356.95,1172.86,2167,1056,9820.05,-0.010344658
2015/4/30,9841.15,9894.9,9820.05,9820.05,9862.34,9799.42,9580.6,9432.02,9970.38,9679.93,9389.48,-2622,400,39711,0.723,0.7315,0.7059,79.91,51.45,28.45,1133.54,1294.61,1181.57,2169,1.22,9845.04,-0.003428109
2015/5/4,9853.51,9871.65,9800.48,9845.04,9855.78,9807.28,9589.19,9438.81,9984.44,9696.8,9409.16,-2617,411,39738,0.7029,0.722,0.6646,78.82,56.93,21.89,990.35,1155.4,1181.47,2161,-7.54,9820.13,0.002544794
2015/5/5,9849.13,9855.64,9788.13,9820.13,9846.61,9811.09,9597.03,9445.25,9996.64,9707.79,9418.94,-2616,402,39775,0.6626,0.7022,0.5835,75.51,60.64,14.86,919.95,1075.09,1182.01,2145,-16,9818.2,-0.002530208
2015/5/6,9780.39,9829.43,9735.94,9818.2,9828.07,9807.44,9603.39,9450.96,10007.63,9716.61,9425.58,-2620,413,39792,0.593,0.6658,0.4474,70.41,62.6,7.81,977.32,1034.22,1185.28,2147,2.26,9704.11,-0.000196535
2015/5/7,9789.82,9789.82,9704.11,9704.11,9801.03,9796.44,9608.1,9455.85,10006.7,9723.21,9439.72,-2623,394,39778,0.3953,0.5756,0.0347,59.64,62,-2.37,954.22,995.07,1176.01,2142,-5.6,9692,-0.011620256
2015/5/8,9724.29,9760.51,9692,9692,9773.09,9782.04,9611.68,9460.17,10004.35,9729.41,9454.47,-2626,381,39803,0.2636,0.4716,-0.1526,49.21,59.45,-10.23,847.11,937.79,1116.2,2130,-11.3,9663.72,-0.001247925
2015/5/11,9763.94,9797.19,9635.88,9663.72,9753.79,9769.88,9615.07,9464.39,10003.63,9731.71,9459.8,-2630,363,39866,0.2002,0.3812,-0.1616,38.97,55.35,-16.38,962.27,932.17,1043.79,2093,-37.6,9680.73,-0.00291787
2015/5/12,9637.71,9702.67,9637.21,9680.73,9724.05,9750.74,9616.69,9467.7,10003.73,9732.42,9461.12,-2628,375,39899,0.1771,0.3131,-0.095,29.32,50.14,-20.83,892.37,926.66,1000.88,2076,-16.4,9724.11,0.001760192
2015/5/13,9697.17,9743.33,9687.66,9724.11,9720.39,9743.89,9619.85,9471.75,10004.71,9736.52,9468.33,-2622,387,39940,0.2316,0.286,0.1229,24.97,45.11,-20.14,964.19,924.03,979.13,2069,-7.66,9610.83,0.004481067
2015/5/14,9730.33,9734.55,9600.24,9610.83,9703.26,9730.27,9621.46,9475.01,9999.51,9740.06,9480.6,-2623,357,39883,0.1674,0.2464,0.0093,14.84,39.05,-24.22,990.01,931.19,963.13,2072,3.09,9579.48,-0.011649395
2015/5/15,9638.06,9644.83,9552.86,9579.48,9670.11,9707.28,9620.88,9477.14,10002.7,9736.19,9469.67,-2627,344,39890,0.1409,0.2113,0.0002,2.75,31.79,-29.04,842.61,930.29,934.04,2064,-8.05,9606.1,-0.003261945
2015/5/18,9603.75,9612.44,9550.76,9606.1,9644.49,9686.55,9619.98,9479.06,10000.51,9737.94,9475.38,-2632,348,39982,0.1601,0.1942,0.092,-6.38,24.16,-30.54,934.28,924.69,928.43,2043,-20.7,9716.77,0.002778856
2015/5/19,9623.95,9722.8,9623.95,9716.77,9653.62,9683.88,9621.68,9482.25,9994.95,9746.14,9497.33,-2629,372,40080,0.3313,0.2399,0.5141,-5.38,18.25,-23.63,1084.89,963.2,944.93,2033,-9.96,9685.31,0.011520804
2015/5/20,9726.02,9736.09,9662.86,9685.31,9669.93,9687.28,9624.33,9485.89,9984.83,9753.71,9522.59,-2628,360,40060,0.4029,0.2942,0.6201,-4.76,13.65,-18.41,986.7,967.7,945.86,2044,11.2,9578.56,-0.003237701
2015/5/21,9647.53,9647.53,9536.16,9578.56,9647.44,9671.85,9623.61,9487.82,9987.74,9751.98,9516.23,-2629,336,39939,0.3227,0.3037,0.3607,-12.76,8.37,-21.13,967.95,963.29,947.24,2053,8.49,9638.8,-0.011021846
2015/5/22,9606.51,9674.77,9606.51,9638.8,9642.17,9664.54,9623.88,9490.19,9983.79,9744.05,9504.31,-2631,353,39966,0.3803,0.3293,0.4824,-14.54,3.79,-18.32,997.73,994.31,962.3,2043,-9.85,9645.17,0.006289046
2015/5/25,9654.28,9654.28,9589.32,9645.17,9640.04,9659.31,9624.27,9492.6,9960.83,9730.64,9500.46,-2631,364,39939,0.4289,0.3625,0.5618,-16.26,-0.22,-16.04,769.78,961.41,943.05,2050,6.68,9669.41,0.000660871
2015/5/26,9688.31,9724.36,9649.62,9669.41,9654.33,9663.6,9626.19,9495.75,9918.08,9715.46,9512.84,-2634,361,39986,0.5081,0.411,0.7023,-13.86,-2.95,-10.91,798.6,904.15,933.67,2043,-6.24,9693.54,0.002513175
2015/5/27,9666.89,9710.29,9648.71,9693.54,9662.84,9666.56,9627.95,9498.79,9872.02,9702.29,9532.57,-2633,370,40013,0.6011,0.4744,0.8546,-11.16,-4.59,-6.57,1021.4,911.09,939.39,2046,2.48,9712.84,0.002495499
2015/5/28,9741.57,9766.21,9704.93,9712.84,9685.69,9678.35,9631.34,9502.63,9850.28,9695.25,9540.21,-2637,376,40025,0.6568,0.5352,0.8999,-5.91,-4.86,-1.05,1153.9,948.28,955.78,2042,-4,9701.07,0.001991017
2015/5/29,9727.59,9747.27,9693,9701.07,9696.2,9685.42,9634.16,9506.18,9833.47,9689.3,9545.12,-2639,361,40022,0.6768,0.5824,0.8656,-2.81,-4.45,1.64,1437.3,1036.19,1015.25,2039,-3.01,9625.69,-0.001211798
2015/6/1,9688.13,9692.34,9589.09,9625.69,9680.41,9678.76,9634.64,9508.54,9805.85,9678.33,9550.8,-2644,345,39931,0.5809,0.5819,0.579,-6.53,-4.86,-1.66,923.38,1066.91,1014.16,2036,-2.9,9614.26,-0.007770277
2015/6/2,9619.88,9657.02,9584.56,9614.26,9659.91,9667.88,9634.12,9510.36,9780.46,9668.04,9555.61,-2654,335,39913,0.5004,0.5547,0.3918,-10.62,-6.01,-4.6,1003.19,1107.83,1005.99,2034,-1.6,9556.52,-0.001187447
2015/6/3,9617.75,9645.48,9550.44,9556.52,9637.46,9654.19,9632.76,9511.72,9754.61,9654.95,9555.3,-2660,322,39882,0.343,0.4842,0.0607,-16.91,-8.19,-8.72,1022.45,1108.04,1009.57,2030,-4.89,9348.63,-0.006005662
2015/6/4,9537.09,9558.77,9325.01,9348.63,9572.43,9615.67,9626.52,9510.58,9801.34,9637.18,9473.01,-2668,271,39751,0.2465,0.405,-0.0703,-36.17,-13.79,-22.38,1376.06,1152.48,1050.38,2014,-15.9,9340.13,-0.021753735
2015/6/5,9328.02,9371.41,9272.94,9340.13,9491,9563.39,9616.73,9507.56,9826.37,9619.58,9412.8,-2673,270,39652,0.2098,0.3399,-0.0505,-55.96,-22.22,-33.73,1116.62,1088.34,1062.27,1993,-20.4,9368.43,-0.000909224
2015/6/8,9324.22,9419.22,9258.98,9368.43,9441.57,9523.27,9607.75,9504.83,9837.44,9604.82,9372.2,-2680,295,39563,0.2118,0.2972,0.0409,-69.02,-31.58,-37.44,961.4,1095.95,1081.43,1975,-18.2,9191.87,0.003029936
2015/6/9,9346.11,9363.52,9191.87,9191.87,9385.49,9477.83,9596.79,9501.01,9871.37,9580.38,9289.39,-2683,269,39527,0.1412,0.2452,-0.0668,-87.96,-42.86,-45.1,1088.66,1113.04,1110.44,1921,-53.8,9298.5,-0.018846274
2015/6/10,9246.66,9334.5,9246.66,9298.5,9350.86,9442.15,9586.45,9497.38,9866.7,9559.1,9251.49,-2678,269,39492,0.1581,0.2162,0.042,-97.03,-53.69,-43.34,989.51,1106.45,1107.25,1905,-16.1,9302.49,0.011600469
2015/6/11,9330.99,9358.48,9251.18,9302.49,9337.5,9418.26,9577.41,9494.3,9869.73,9543.68,9217.63,-2677,257,39403,0.1791,0.2038,0.1297,-102.3,-63.41,-38.89,987.94,1028.83,1090.65,1904,-1.47,9301.93,0.000429101
2015/6/12,9304.75,9339.33,9263.41,9301.93,9325.78,9397.19,9568.4,9491.12,9871.81,9529.8,9187.79,-2680,260,39357,0.1983,0.202,0.1909,-105.42,-71.81,-33.61,832.6,972.02,1030.18,1899,-4.48,9259.48,-6.01989E-05
2015/6/15,9304.66,9324.94,9252.34,9259.48,9312.31,9376.86,9559.12,9487.72,9871.94,9512.47,9153,-2681,249,39313,0.1819,0.1953,0.1551,-108.87,-79.23,-29.65,751.84,930.11,1013.03,1894,-4.88,9212.78,-0.004563569
2015/6/16,9272.7,9272.7,9177.95,9212.78,9286.22,9350.89,9548.46,9483.53,9856.45,9487.27,9118.09,-2683,245,39238,0.1517,0.1807,0.0937,-114.72,-86.32,-28.4,805.56,873.49,993.26,1892,-2.53,9189.83,-0.00504348
2015/6/17,9232.81,9242.22,9170.09,9189.83,9260.39,9325.04,9537.32,9478.99,9841.56,9462.5,9083.44,-2687,247,39133,0.1276,0.163,0.0567,-119.68,-92.99,-26.68,927.43,861.07,983.76,1896,4.02,9218.37,-0.002491105
2015/6/18,9189.44,9243.84,9187.87,9218.37,9243.55,9304.1,9526.58,9474.54,9833.87,9444.49,9055.11,-2686,238,39085,0.1496,0.1586,0.1318,-120.67,-98.53,-22.14,828.83,829.25,929.04,1894,-1.46,9341.77,0.003105607
2015/6/22,9247.76,9371.48,9247.76,9341.77,9263.1,9303.76,9519.23,9471.69,9810.81,9429.64,9048.46,-2685,260,39116,0.3839,0.2337,0.6844,-111.41,-101.11,-10.3,907.53,844.24,908.13,1884,-10.2,9391.14,0.013386315
2015/6/23,9375.78,9438.39,9375.78,9391.14,9307.16,9320.4,9515.16,9470.43,9785.24,9416.93,9048.62,-2677,248,39103,0.5306,0.3326,0.9264,-97.03,-100.29,3.26,1006.81,895.23,912.67,1883,-1.13,9397.31,0.005284866
2015/6/24,9390.27,9409.44,9364.38,9397.31,9334.89,9333.11,9511.07,9469.1,9752.96,9403.33,9053.7,-2676,246,39106,0.636,0.4338,1.0405,-85.22,-97.28,12.06,794.65,893.05,883.27,1882,-1.09,9476.34,0.000657002
2015/6/25,9415.78,9500.57,9415.78,9476.34,9373.96,9354.75,9509.14,9468.82,9718.03,9392.47,9066.91,-2672,276,39211,0.7329,0.5335,1.1318,-68.99,-91.62,22.63,1032.41,914.05,887.56,1873,-8.68,9462.57,0.008409853
2015/6/26,9481.95,9489.91,9442.94,9462.57,9405.76,9375.59,9507.83,9468.83,9672.9,9379.96,9087.01,-2670,262,39234,0.7836,0.6169,1.1171,-55.72,-84.44,28.72,846.29,917.54,873.4,1874,6492,9236.1,-0.001453093
2015/6/29,9358.96,9358.96,9227.11,9236.1,9368.93,9360.99,9500.86,9465.96,9615.88,9356.71,9097.53,-2670,207,39163,0.589,0.6076,0.5518,-60.63,-79.68,19.05,942.3,924.49,884.37,1861,-13,9323.02,-0.023933244
