time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust_buy,trust,keyman,foreign_buy,foreign,dealer_buy,dealer,volumn,MA5,MA10,financing,financing_error,tomorrow,percentage
2016/6/23,8706.08,8711.21,8662.78,8676.68,8654.02,8621.23,8474.29,8451.63,8749.34,8586.92,8424.5,3,-2926,14468,35,39706,-9,-810,608.85,678.45,718.13,1304,3,8476.99,-0.004539796
2016/6/24,8684.53,8691.3,8374.26,8476.99,8621.61,8609.51,8477,8453.37,8736.99,8591.06,8445.14,-2,-2928,14366,-130,39576,-14,-824,1238.22,779.87,756.17,1291,-13,8458.87,-0.023014563
2016/6/27,8406.29,8468.66,8386.27,8458.87,8557.74,8576.88,8475.46,8452.98,8737.59,8590.83,8444.06,-2,-2930,14342,-14,39562,-2,-826,640.2,784.46,736.6,1296,5,8505.51,-0.002137551
2016/6/28,8438.76,8505.51,8396.01,8505.51,8525.65,8555.89,8475,8453.12,8738.92,8589.31,8439.7,1,-2929,14339,17,39579,5,-821,737.17,790.8,746.46,1301,5,8586.56,0.005513739
2016/6/29,8530.37,8609.23,8530.37,8586.56,8538.47,8557.39,8477.92,8454.96,8739.44,8591.86,8444.28,8,-2921,14388,63,39642,5,-816,830.49,810.99,756.66,1301,0,8666.58,0.009529117
2016/6/30,8615.46,8666.58,8583.77,8666.58,8570.02,8571.15,8483.01,8457.9,8746.47,8595.33,8444.19,5,-2916,14456,101,39743,-19,-835,954.46,880.11,779.28,1300,-1,8738.24,0.009319215
2016/7/1,8692.48,8755.62,8680.53,8738.24,8618.92,8597.62,8490.67,8462.18,8766.57,8604.44,8442.31,0,-2916,14528,126,39869,-25,-860,873.67,807.2,793.54,1302,2,8760.58,0.008268544
2016/7/4,8728.32,8782.38,8712.12,8760.58,8661.23,8624.57,8499.04,8466.87,8788.61,8613.1,8437.59,2,-2914,14585,62,39931,15,-845,719.02,822.96,803.71,1299,-3,8716.07,0.002556579
2016/7/5,8738.41,8747.06,8693.76,8716.07,8682.09,8642.62,8506.41,8471.12,8800.09,8619.33,8438.56,-3,-2917,14577,-4,39927,-2,-847,639.86,803.5,797.15,1304,5,8575.75,-0.005080714
2016/7/6,8673.53,8673.53,8569.15,8575.75,8662.39,8639.05,8510.23,8473.63,8799.79,8618.26,8436.73,-4,-2921,14462,-147,39780,-3,-850,792.93,795.99,803.49,1311,7,8640.91,-0.016098999
2016/7/7,8605.38,8653.7,8605.38,8640.91,8650.38,8636.74,8514.04,8476.15,8795.98,8616.31,8436.64,-1,-2922,14473,24,39804,-4,-854,639.17,732.93,806.52,1312,1,8786.47,0.007598169
2016/7/11,8728.23,8795.8,8728.23,8786.47,8686.81,8659.09,8522.09,8480.84,8809.74,8619.86,8429.98,5,-2917,14578,145,39949,-4,-858,993.63,756.92,782.06,1305,-7,8841.46,0.016845448
2016/7/12,8794.73,8841.46,8794.3,8841.46,8730.54,8687.98,8531.79,8486.41,8843.8,8635.12,8426.44,3,-2914,14659,125,40074,-7,-865,982.95,809.71,816.34,1302,-3,8857.75,0.006258486
2016/7/13,8847.04,8865.42,8800.17,8857.75,8767.89,8716.09,8541.98,8492.3,8877.17,8649.2,8421.23,3,-2911,14743,94,40168,9,-856,984.33,878.6,841.05,1302,0,8866.36,0.001842456
2016/7/14,8837.76,8877.31,8818.26,8866.36,8795.23,8740.43,8552.08,8498.21,8907.88,8662.2,8416.52,2,-2909,14784,71,40239,-11,-867,846.59,889.33,842.66,1307,5,8949.85,0.00097203
2016/7/15,8857.15,8949.85,8857.15,8949.85,8831.32,8770.08,8563.6,8504.91,8948.01,8684.99,8421.96,3,-2906,14879,149,40388,-6,-873,1026.57,966.81,849.87,1307,0,9008.21,0.009416491
2016/7/18,8952.61,9008.21,8952.61,9008.21,8881.02,8808.32,8577.27,8512.77,8999.23,8706.99,8414.75,-1,-2907,14975,148,40536,3,-870,934.73,955.03,855.98,1305,-2,9034.87,0.00652078
2016/7/19,9018.8,9034.87,8972.83,9034.87,8925.79,8845.96,8591.63,8521.07,9049.8,8727.44,8405.08,-4,-2911,15071,173,40709,-9,-879,962.8,951.01,880.36,1307,2,9007.68,0.002959522
2016/7/20,9013.52,9034.13,8969.19,9007.68,8952.57,8875.08,8605.22,8529.09,9087.41,8743.58,8399.75,-4,-2915,15130,127,40836,-5,-884,948.7,943.88,911.24,1310,3,9056.56,-0.003009451
