time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust_buy,trust,keyman,foreign_buy,foreign,dealer_buy,dealer,volumn,MA5,MA10,financing,financing_error
2015/3/31,9568.38,9594.75,9527.87,9586.44,9586.57,9608.72,9464.82,9329.12,9773,9612.08,9451.16,-6.26货,-2569货,14477货,-20.2货,38708货,-2.31货,261货,1070.6,1062.12,1081.6,2141货,-1.26货
2015/4/1,9575.11,9575.11,9503.53,9507.66,9571.16,9596.29,9467.3,9332.62,9773.49,9606.37,9439.26,-6.36货,-2575货,14432货,-68.2货,38640货,-9.93货,251货,872.45,1042.87,1061.27,2140货,-940窾
2015/4/2,9535.98,9628.95,9535.98,9600.32,9572.54,9592.47,9470.84,9336.63,9773.7,9606.64,9439.58,3626窾,-2575货,14492货,52.7货,38693货,1.42货,253货,945.45,991.62,1037.58,2139货,-1.52货
2015/4/7,9619.97,9653.97,9613.33,9641.9,9592.46,9599.71,9476.13,9341.51,9773.33,9606.44,9439.56,-8405窾,-2576货,14561货,20.2货,38713货,20.8货,273货,930.42,948.91,1008.36,2138货,-5013窾
2015/4/8,9646.07,9654.67,9562,9571.97,9597.87,9601.34,9480.48,9345.93,9773.36,9606.89,9440.43,-2.44货,-2578货,14518货,-65.9货,38647货,-1.70货,272货,944.61,952.71,997.93,2147货,8.56货
2015/4/9,9597.21,9663.05,9559.71,9568.04,9597.58,9600.55,9484.3,9350.08,9772.82,9608.47,9444.11,-1.55货,-2580货,14532货,-12.4货,38635货,7.84货,279货,1008.61,940.31,1001.21,2144货,-3.22货
2015/4/10,9626.88,9648.34,9582.84,9617.7,9604.7,9603.9,9488.71,9354.52,9772.83,9613.19,9453.55,-6.97货,-2587货,14574货,37.3货,38672货,12.6货,292货,926.69,951.16,997.02,2140货,-3.85货
2015/4/13,9622.64,9666.52,9622.59,9666.52,9617.99,9611.29,9493.82,9359.32,9777.79,9616.72,9455.65,8.06货,-2579货,14622货,24.7货,38697货,14.3货,306货,867.96,935.66,963.64,2136货,-4.17货
2015/4/14,9646.28,9664.1,9631.19,9642.22,9627.31,9617.59,9498.81,9364.06,9780.35,9619.86,9459.38,-2.74货,-2582货,14621货,-33.2货,38664货,10.5货,317货,948.29,939.23,944.07,2146货,10.4货
2015/4/15,9629.7,9654.15,9508.14,9540.06,9612.54,9611.3,9501.57,9367.67,9778.49,9621.22,9463.95,-4.00货,-2586货,14437货,-216货,38447货,-3.29货,314货,1144.65,979.24,965.97,2165货,19.3货
2015/4/16,9578.71,9656.87,9578.71,9656.87,9614.29,9612.48,9505.38,9371.81,9780.43,9627.09,9473.75,-5.36货,-2591货,14536货,105货,38552货,7.69货,321货,1046.38,986.79,963.55,2158货,-6.93货
2015/4/17,9608.6,9615.52,9570.93,9570.93,9606.69,9608.67,9508.21,9375.44,9777.68,9622.97,9468.25,-5.78货,-2597货,14511货,-38.1货,38514货,-14.1货,307货,991.34,999.72,975.44,2161货,2.77货
2015/4/20,9541.83,9572.65,9508.57,9552.85,9585.79,9596.91,9509.38,9378.23,9762.08,9613.77,9465.47,-7.10货,-2604货,14515货,-1.96货,38512货,-6117窾,307货,914.61,1009.05,972.36,2158货,-3.60货
2015/4/21,9554.8,9598.86,9512.64,9533.98,9573.88,9588.39,9510.71,9381.07,9741.22,9602.99,9464.76,-7.06货,-2611货,14541货,33.8货,38546货,-11.1货,295货,944.63,1008.32,973.78,2144货,-13.1货
2015/4/22,9549.61,9630.79,9549.61,9613,9577.84,9587.91,9513.17,9384.45,9714.5,9595.73,9476.97,-1.18货,-2612货,14613货,63.4货,38609货,9.44货,305货,1046.85,988.76,984,2141货,-3.28货
2015/4/23,9655.3,9814.88,9655.3,9797.49,9628.81,9613.88,9520.31,9390.17,9735.07,9599.02,9462.98,1.81货,-2610货,14814货,223货,38833货,48.4货,353货,1445.26,1068.54,1027.67,2148货,7.07货
2015/4/24,9839.71,9961.31,9839.71,9913.28,9715.37,9663.81,9532.38,9398.41,9802.9,9611.3,9419.7,-1.83货,-2612货,15103货,465货,39297货,-6.87货,346货,1686.37,1207.55,1103.63,2137货,-11.3货
2015/4/27,9941.18,10002.58,9937.04,9973.12,9798.07,9718.3,9546.51,9407.75,9877.25,9629,9380.75,-2.48货,-2615货,15216货,216货,39513货,36.1货,382货,1321.48,1288.92,1148.99,2153货,15.6货
2015/4/28,9998.08,10014.28,9918.01,9956.83,9855.98,9764.39,9560.46,9417.07,9930.81,9651.65,9372.49,1.53货,-2613货,15245货,109货,39622货,15.4货,398货,1181.66,1336.33,1172.32,2167货,14.8货
2015/4/29,9934.82,9978.87,9842.5,9853.83,9871.49,9789.5,9571.67,9425.1,9953.97,9668.25,9382.53,-7.85货,-2621货,15261货,72.4货,39695货,-5.77货,392货,1149.97,1356.95,1172.86,2167货,1056窾
2015/4/30,9841.15,9894.9,9820.05,9820.05,9862.34,9799.42,9580.6,9432.02,9970.38,9679.93,9389.48,-1.40货,-2622货,15266货,16.0货,39711货,7.59货,400货,1133.54,1294.61,1181.57,2169货,1.22货
2015/5/4,9853.51,9871.65,9800.48,9845.04,9855.78,9807.28,9589.19,9438.81,9984.44,9696.8,9409.16,5.34货,-2617货,15275货,27.2货,39738货,11.5货,411货,990.35,1155.4,1181.47,2161货,-7.54货
2015/5/5,9849.13,9855.64,9788.13,9820.13,9846.61,9811.09,9597.03,9445.25,9996.64,9707.79,9418.94,8871窾,-2616货,15298货,36.9货,39775货,-8.75货,402货,919.95,1075.09,1182.01,2145货,-16.0货
2015/5/6,9780.39,9829.43,9735.94,9818.2,9828.07,9807.44,9603.39,9450.96,10007.63,9716.61,9425.58,-3.99货,-2620货,15320货,17.3货,39792货,10.8货,413货,977.32,1034.22,1185.28,2147货,2.26货
2015/5/7,9789.82,9789.82,9704.11,9704.11,9801.03,9796.44,9608.1,9455.85,10006.7,9723.21,9439.72,-3.23货,-2623货,15308货,-14.0货,39778货,-19.0货,394货,954.22,995.07,1176.01,2142货,-5.60货
2015/5/8,9724.29,9760.51,9692,9692,9773.09,9782.04,9611.68,9460.17,10004.35,9729.41,9454.47,-2.51货,-2626货,15313货,25.6货,39803货,-13.0货,381货,847.11,937.79,1116.2,2130货,-11.3货
2015/5/11,9763.94,9797.19,9635.88,9663.72,9753.79,9769.88,9615.07,9464.39,10003.63,9731.71,9459.8,-3.84货,-2630货,15351货,62.9货,39866货,-18.1货,363货,962.27,932.17,1043.79,2093货,-37.6货
2015/5/12,9637.71,9702.67,9637.21,9680.73,9724.05,9750.74,9616.69,9467.7,10003.73,9732.42,9461.12,1.33货,-2628货,15371货,32.5货,39899货,11.6货,375货,892.37,926.66,1000.88,2076货,-16.4货
2015/5/13,9697.17,9743.33,9687.66,9724.11,9720.39,9743.89,9619.85,9471.75,10004.71,9736.52,9468.33,6.59货,-2622货,15404货,41.6货,39940货,12.6货,387货,964.19,924.03,979.13,2069货,-7.66货
2015/5/14,9730.33,9734.55,9600.24,9610.83,9703.26,9730.27,9621.46,9475.01,9999.51,9740.06,9480.6,-1.01货,-2623货,15334货,-57.2货,39883货,-30.3货,357货,990.01,931.19,963.13,2072货,3.09货
2015/5/15,9638.06,9644.83,9552.86,9579.48,9670.11,9707.28,9620.88,9477.14,10002.7,9736.19,9469.67,-3.77货,-2627货,15318货,7.22货,39890货,-13.5货,344货,842.61,930.29,934.04,2064货,-8.05货
2015/5/18,9603.75,9612.44,9550.76,9606.1,9644.49,9686.55,9619.98,9479.06,10000.51,9737.94,9475.38,-5.39货,-2632货,15385货,91.3货,39982货,3.94货,348货,934.28,924.69,928.43,2043货,-20.7货
2015/5/19,9623.95,9722.8,9623.95,9716.77,9653.62,9683.88,9621.68,9482.25,9994.95,9746.14,9497.33,3.25货,-2629货,15491货,97.8货,40080货,24.6货,372货,1084.89,963.2,944.93,2033货,-9.96货
2015/5/20,9726.02,9736.09,9662.86,9685.31,9669.93,9687.28,9624.33,9485.89,9984.83,9753.71,9522.59,3727窾,-2628货,15469货,-19.1货,40060货,-11.7货,360货,986.7,967.7,945.86,2044货,11.2货
2015/5/21,9647.53,9647.53,9536.16,9578.56,9647.44,9671.85,9623.61,9487.82,9987.74,9751.98,9516.23,-6837窾,-2629货,15362货,-121货,39939货,-24.6货,336货,967.95,963.29,947.24,2053货,8.49货
2015/5/22,9606.51,9674.77,9606.51,9638.8,9642.17,9664.54,9623.88,9490.19,9983.79,9744.05,9504.31,-2.01货,-2631货,15407货,26.7货,39966货,16.9货,353货,997.73,994.31,962.3,2043货,-9.85货
2015/5/25,9654.28,9654.28,9589.32,9645.17,9640.04,9659.31,9624.27,9492.6,9960.83,9730.64,9500.46,1008窾,-2631货,15396货,-27.4货,39939货,11.7货,364货,769.78,961.41,943.05,2050货,6.68货
2015/5/26,9688.31,9724.36,9649.62,9669.41,9654.33,9663.6,9626.19,9495.75,9918.08,9715.46,9512.84,-2.77货,-2634货,15436货,46.7货,39986货,-3.04货,361货,798.6,904.15,933.67,2043货,-6.24货
2015/5/27,9666.89,9710.29,9648.71,9693.54,9662.84,9666.56,9627.95,9498.79,9872.02,9702.29,9532.57,9760窾,-2633货,15471货,27.2货,40013货,8.28货,370货,1021.4,911.09,939.39,2046货,2.48货
2015/5/28,9741.57,9766.21,9704.93,9712.84,9685.69,9678.35,9631.34,9502.63,9850.28,9695.25,9540.21,-4.19货,-2637货,15518货,12.1货,40025货,5.93货,376货,1153.9,948.28,955.78,2042货,-4.00货
2015/5/29,9727.59,9747.27,9693,9701.07,9696.2,9685.42,9634.16,9506.18,9833.47,9689.3,9545.12,-1.95货,-2639货,15520货,-3.00货,40022货,-14.7货,361货,1437.3,1036.19,1015.25,2039货,-3.01货
2015/6/1,9688.13,9692.34,9589.09,9625.69,9680.41,9678.76,9634.64,9508.54,9805.85,9678.33,9550.8,-5.11货,-2644货,15457货,-91.3货,39931货,-15.9货,345货,923.38,1066.91,1014.16,2036货,-2.90货
2015/6/2,9619.88,9657.02,9584.56,9614.26,9659.91,9667.88,9634.12,9510.36,9780.46,9668.04,9555.61,-10.1货,-2654货,15445货,-17.9货,39913货,-10.3货,335货,1003.19,1107.83,1005.99,2034货,-1.60货
2015/6/3,9617.75,9645.48,9550.44,9556.52,9637.46,9654.19,9632.76,9511.72,9754.61,9654.95,9555.3,-6.50货,-2660货,15429货,-30.6货,39882货,-12.6货,322货,1022.45,1108.04,1009.57,2030货,-4.89货
2015/6/4,9537.09,9558.77,9325.01,9348.63,9572.43,9615.67,9626.52,9510.58,9801.34,9637.18,9473.01,-7.54货,-2668货,15299货,-131货,39751货,-50.5货,271货,1376.06,1152.48,1050.38,2014货,-15.9货
2015/6/5,9328.02,9371.41,9272.94,9340.13,9491,9563.39,9616.73,9507.56,9826.37,9619.58,9412.8,-5.36货,-2673货,15282货,-99.3货,39652货,-1.13货,270货,1116.62,1088.34,1062.27,1993货,-20.4货
2015/6/8,9324.22,9419.22,9258.98,9368.43,9441.57,9523.27,9607.75,9504.83,9837.44,9604.82,9372.2,-6.54货,-2680货,15300货,-88.8货,39563货,24.5货,295货,961.4,1095.95,1081.43,1975货,-18.2货
2015/6/9,9346.11,9363.52,9191.87,9191.87,9385.49,9477.83,9596.79,9501.01,9871.37,9580.38,9289.39,-3.16货,-2683货,15274货,-35.8货,39527货,-25.8货,269货,1088.66,1113.04,1110.44,1921货,-53.8货
2015/6/10,9246.66,9334.5,9246.66,9298.5,9350.86,9442.15,9586.45,9497.38,9866.7,9559.1,9251.49,4.65货,-2678货,15277货,-35.1货,39492货,-3539窾,269货,989.51,1106.45,1107.25,1905货,-16.1货
2015/6/11,9330.99,9358.48,9251.18,9302.49,9337.5,9418.26,9577.41,9494.3,9869.73,9543.68,9217.63,1.53货,-2677货,15226货,-89.2货,39403货,-11.4货,257货,987.94,1028.83,1090.65,1904货,-1.47货
2015/6/12,9304.75,9339.33,9263.41,9301.93,9325.78,9397.19,9568.4,9491.12,9871.81,9529.8,9187.79,-2.81货,-2680货,15207货,-46.6货,39357货,3.15货,260货,832.6,972.02,1030.18,1899货,-4.48货
2015/6/15,9304.66,9324.94,9252.34,9259.48,9312.31,9376.86,9559.12,9487.72,9871.94,9512.47,9153,-1.73货,-2681货,15184货,-44.0货,39313货,-11.1货,249货,751.84,930.11,1013.03,1894货,-4.88货
2015/6/16,9272.7,9272.7,9177.95,9212.78,9286.22,9350.89,9548.46,9483.53,9856.45,9487.27,9118.09,-1.93货,-2683货,15132货,-74.4货,39238货,-4.53货,245货,805.56,873.49,993.26,1892货,-2.53货
2015/6/17,9232.81,9242.22,9170.09,9189.83,9260.39,9325.04,9537.32,9478.99,9841.56,9462.5,9083.44,-3.32货,-2687货,15048货,-105货,39133货,1.96货,247货,927.43,861.07,983.76,1896货,4.02货
2015/6/18,9189.44,9243.84,9187.87,9218.37,9243.55,9304.1,9526.58,9474.54,9833.87,9444.49,9055.11,3491窾,-2686货,15015货,-48.3货,39085货,-8.25货,238货,828.83,829.25,929.04,1894货,-1.46货
2015/6/22,9247.76,9371.48,9247.76,9341.77,9263.1,9303.76,9519.23,9471.69,9810.81,9429.64,9048.46,1.59货,-2685货,15072货,31.4货,39116货,21.4货,260货,907.53,844.24,908.13,1884货,-10.2货
2015/6/23,9375.78,9438.39,9375.78,9391.14,9307.16,9320.4,9515.16,9470.43,9785.24,9416.93,9048.62,7.38货,-2677货,15091货,-13.0货,39103货,-11.6货,248货,1006.81,895.23,912.67,1883货,-1.13货
2015/6/24,9390.27,9409.44,9364.38,9397.31,9334.89,9333.11,9511.07,9469.1,9752.96,9403.33,9053.7,8883窾,-2676货,15099货,2.89货,39106货,-2.04货,246货,794.65,893.05,883.27,1882货,-1.09货
2015/6/25,9415.78,9500.57,9415.78,9476.34,9373.96,9354.75,9509.14,9468.82,9718.03,9392.47,9066.91,4.06货,-2672货,15204货,105货,39211货,29.6货,276货,1032.41,914.05,887.56,1873货,-8.68货
2015/6/26,9481.95,9489.91,9442.94,9462.57,9405.76,9375.59,9507.83,9468.83,9672.9,9379.96,9087.01,2.75货,-2670货,15214货,22.6货,39234货,-13.8货,262货,846.29,917.54,873.4,1874货,6492窾
2015/6/29,9358.96,9358.96,9227.11,9236.1,9368.93,9360.99,9500.86,9465.96,9615.88,9356.71,9097.53,-1984窾,-2670货,15125货,-71.1货,39163货,-54.6货,207货,942.3,924.49,884.37,1861货,-13.0货
2015/6/30,9223.27,9323.02,9204.45,9323.02,9335.43,9344.16,9493.24,9462.7,9569.64,9341.57,9113.51,7021窾,-2669货,15131货,12.0货,39175货,-4.11货,203货,926.61,908.45,901.84,1862货,1.33货
2015/7/1,9311.76,9404.76,9298.36,9375.23,9339.47,9344.77,9488.47,9460.8,9521.45,9329.62,9137.8,9.01货,-2660货,15186货,14.3货,39189货,8.81货,212货,866.26,922.77,907.91,1860货,-1.86货
2015/7/2,9372.46,9400.68,9350.05,9379.24,9351.51,9350.38,9484.76,9459.39,9484.09,9320.76,9157.42,2.38货,-2658货,15169货,-31.4货,39157货,-20.9货,191货,861.02,888.49,901.27,1871货,10.5货
2015/7/3,9369.5,9369.5,9265.14,9358.23,9347.87,9348.6,9480.04,9457.42,9484.95,9321.24,9157.52,-6.89货,-2665货,15099货,-56.8货,39101货,-40.9货,150货,843.84,888,902.77,1881货,10.3货
2015/7/6,9309.86,9347.54,9255.96,9255.96,9329.36,9338.37,9473.88,9454.7,9482.9,9317.03,9151.16,-2569窾,-2665货,15054货,-55.8货,39045货,-45.6货,105货,835.57,866.66,895.58,1882货,7429窾
2015/7/7,9278.33,9332.97,9244.46,9250.16,9311.73,9327.12,9467.41,9451.75,9477.67,9311.12,9144.57,-3.27货,-2668货,15041货,-2.57货,39042货,-22.3货,82.4货,924.9,866.32,887.39,1877货,-4.43货
2015/7/8,9225.91,9225.91,8946.75,8976.11,9239.05,9284.67,9455.16,9445.83,9516.83,9300.33,9083.82,-10.4货,-2679货,14886货,-153货,38889货,-53.4货,29.0货,1433.87,979.84,951.31,1848货,-29.6货
2015/7/9,8861.28,8946.24,8750.92,8914.13,9115.41,9208.94,9435.91,9436.28,9555.38,9281.11,9006.83,-8.33货,-2687货,14817货,-132货,38756货,-8.76货,20.2货,1303.06,1068.25,978.37,1829货,-18.6货
2015/7/13,8946.72,9041.88,8946.72,9033.92,9074.38,9169.55,9421.37,9428.94,9562.02,9267.68,8973.34,1191窾,-2687货,14819货,-32.1货,38724货,32.7货,52.9货,1040.63,1107.61,997.81,1820货,-9.54货
2015/7/14,9061.58,9124.76,9041.76,9041.76,9072.07,9150.99,9409.76,9422.97,9564.4,9254.67,8944.94,6.16货,-2681货,14819货,-1.44货,38723货,-25.2货,27.7货,1007.32,1141.96,1004.31,1815货,-5.18货
2015/7/15,9063.54,9089.47,9005.1,9054.2,9065.74,9133.19,9398.07,9416.85,9566.19,9244.41,8922.63,5.51货,-2675货,14825货,18.7货,38742货,-18.4货,9.29货,833.69,1123.71,995.02,1817货,2.39货
2015/7/16,9062.76,9085.31,9021.82,9042.21,9061.5,9118.61,9386.76,9410.84,9569.39,9235.88,8902.37,3.56货,-2672货,14841货,12.4货,38754货,4.04货,13.3货,779.2,992.78,986.31,1815货,-1.92货
2015/7/17,9060.92,9079.23,9018,9045.98,9058.01,9106.33,9375.75,9404.89,9571.92,9228.69,8885.45,3.62货,-2668货,14841货,34.0货,38788货,-7.50货,5.84货,766.06,885.38,976.82,1812货,-3.43货
2015/7/20,9085,9124.88,8952.64,8975,9050.14,9093.24,9364.56,9398.77,9577.17,9216.52,8855.87,3.70货,-2664货,14847货,32.8货,38821货,-14.7货,-8.90货,826.29,842.51,975.06,1797货,-14.7货
2015/7/21,8997.56,9010.71,8940.38,9005.96,9029.64,9074.23,9352.23,9391.99,9566.7,9199.73,8832.75,426窾,-2664货,14870货,51.6货,38873货,2.85货,-6.05货,727.73,786.59,964.28,1785货,-12.0货
2015/7/22,8955.59,8968.39,8896.1,8918.7,8997.99,9048.86,9338.54,9384.43,9551.48,9176.11,8800.73,4.85货,-2659货,14828货,-32.9货,38840货,-13.2货,-19.3货,796.05,779.07,951.39,1782货,-2.55货
2015/7/23,8865.36,8895.88,8751.71,8791.12,8940.67,9008.34,9321.74,9375.2,9542.14,9145.8,8749.45,-1645窾,-2660货,14771货,-59.3货,38780货,15.6货,-3.69货,1044.62,832.15,912.47,1758货,-23.8货
2015/7/24,8809.65,8811.76,8733.43,8767.86,8887.34,8966.95,9304,9365.38,9508.85,9110.37,8711.9,2187窾,-2659货,14763货,-28.6货,38752货,4.20货,5073窾,777.18,834.37,859.88,1746货,-12.3货
2015/7/27,8733.24,8733.24,8553.09,8556.68,8806.25,8908.24,9282.36,9353.45,9497.61,9065.08,8632.55,-5809窾,-2660货,14725货,-34.0货,38718货,-38.3货,-37.8货,974.89,864.09,853.3,1686货,-60.0货
2015/7/28,8566.42,8635.88,8532,8582.49,8730.56,8848.42,9259.31,9340.66,9505.2,9032.4,8559.6,5.37货,-2655货,14710货,-45.8货,38672货,21.4货,-16.4货,1001.57,918.86,852.73,1655货,-31.5货
2015/7/29,8587.7,8619.41,8516.23,8563.48,8677.61,8798.1,9236.76,9327.95,9489.25,8994.42,8499.59,5.36货,-2649货,14678货,-23.6货,38648货,-15.3货,-31.6货,900.01,939.65,859.36,1645货,-9.16货
2015/7/30,8567.23,8697.18,8567.23,8651.49,8658.67,8765.86,9216.57,9316.26,9442.11,8958.23,8474.36,10.4货,-2639货,14704货,8.58货,38657货,7.12货,-24.5货,885.91,907.91,870.03,1636货,-9.40货
2015/7/31,8670.92,8676.29,8591.37,8665.34,8656.11,8744.98,9198.02,9305.26,9381.61,8922.54,8463.47,4.48货,-2634货,14698货,10.9货,38668货,-33.3货,-57.8货,869.48,926.37,880.37,1630货,-6.46货
2015/8/3,8636.53,8636.53,8482.92,8524.41,8627.44,8713.18,9177.43,9293.11,9325.29,8880.85,8436.4,2.53货,-2632货,14656货,-47.2货,38621货,-19.8货,-77.7货,790.18,889.43,876.76,1621货,-8.55货
2015/8/4,8538.44,8590.3,8433.92,8510.86,8591.08,8677.76,9155.83,9280.3,9280.87,8843.59,8406.31,3.79货,-2628货,14712货,31.9货,38652货,16.5货,-61.2货,1009.89,891.09,904.98,1576货,-45.2货
2015/8/5,8504.94,8563.01,8486.27,8542.27,8568.76,8649.83,9135.11,9267.8,9222.09,8808.2,8394.31,4.29货,-2624货,14733货,4.33货,38657货,23.6货,-37.5货,868.32,884.75,912.2,1564货,-11.7货
2015/8/6,8564.55,8586.24,8404.67,8449.56,8546.26,8622.81,9114.33,9255.13,9216.17,8781.87,8347.57,2.56货,-2621货,14708货,-28.5货,38628货,-16.4货,-53.9货,908.66,889.3,898.61,1549货,-15.5货
2015/8/7,8409.01,8458.04,8368.4,8442.29,8503.99,8585.84,9091.55,9241.32,9212.1,8758.28,8304.46,3.82货,-2617货,14712货,-8.78货,38619货,5.85货,-48.1货,761.54,867.72,897.04,1537货,-11.2货
2015/8/10,8410.63,8484.18,8374.08,8466.84,8480.63,8558.22,9069.99,9227.98,9182.18,8729.93,8277.67,5.41货,-2612货,14705货,-13.7货,38606货,16.3货,-31.8货,791.59,868,878.71,1536货,-1.18货
2015/8/11,8542.13,8586.22,8393.08,8394.14,8480.05,8543.79,9050.61,9215.59,9148.59,8697.54,8246.5,4.07货,-2608货,14656货,-29.9货,38576货,-29.1货,-60.9货,1003.94,866.81,878.95,1536货,-4354窾
2015/8/12,8365.15,8376.59,8235.95,8283.38,8425.13,8502.24,9026.5,9200.71,9113.28,8659,8204.73,-4.20货,-2612货,14598货,-87.7货,38488货,-1.40货,-62.3货,967.32,886.61,885.68,1534货,-1.41货
2015/8/13,8284.96,8348.39,8271.69,8311.74,8384.82,8466.24,9002.82,9185.89,9064.95,8622.48,8180.01,-1.21货,-2613货,14590货,-13.9货,38474货,-9853窾,-63.3货,890.3,882.94,886.12,1531货,-3.01货
2015/8/14,8315.14,8343.98,8283.35,8305.64,8360.55,8438.2,8980.17,9171.45,9003.2,8585.46,8167.73,2.61货,-2611货,14580货,-22.5货,38452货,4270窾,-62.9货,738.99,878.43,873.07,1529货,-2.51货
2015/8/17,8307.9,8308.54,8213.42,8213.42,8327.31,8405.95,8956.58,9156.4,8954.86,8547.38,8139.91,2.21货,-2608货,14551货,-20.7货,38431货,-22.9货,-85.7货,702.76,860.66,864.33,1527货,-2.35货
2015/8/18,8237.08,8277.22,8166.77,8177.22,8289.73,8371.15,8932.25,9140.83,8886.1,8505.95,8125.8,-1.80货,-2610货,14541货,-1.29货,38430货,-11.9货,-97.6货,756.23,811.12,838.97,1520货,-6.57货
2015/8/19,8182.81,8182.81,7987.57,8021.84,8224.41,8320.72,8904.76,9123.52,8847.46,8461.1,8074.75,-4.47货,-2615货,14478货,-60.6货,38369货,-22.5货,-120货,1018.7,821.4,854,1503货,-17.3货
2015/8/20,8008.68,8063.8,7951.72,8029.81,8154.1,8264.86,8875.54,9105.18,8821.65,8423.04,8024.42,1.11货,-2614货,14453货,-56.9货,38312货,-5754窾,-121货,885.88,820.51,851.73,1495货,-7.57货
2015/8/21,7941.95,7941.95,7786.92,7786.92,8057.55,8192.05,8842.39,9084.67,8828.33,8373.99,7919.66,-6.53货,-2620货,14396货,-72.9货,38239货,-19.4货,-140货,1036.63,880.04,879.23,1455货,-39.8货
2015/8/24,7719.63,7719.63,7203.07,7410.34,7876.09,8068.62,8798.81,9058.69,8926.86,8316.67,7706.49,-5.71货,-2626货,14356货,-66.0货,38173货,-17.6货,-158货,1460.88,1031.66,946.16,1325货,-131货
2015/8/25,7427.36,7677.93,7368.47,7675.64,7763.18,7972.03,8757.45,9033.55,8928.72,8271.33,7613.94,5.72货,-2620货,14415货,41.5货,38215货,3.94货,-154货,1236.97,1127.81,969.47,1278货,-47.1货
2015/8/26,7636.12,7762.45,7547.61,7715.59,7730.6,7916.28,8721.65,9010.93,8914.26,8228.94,7543.61,2.88货,-2617货,14370货,-91.6货,38123货,-23.7货,-177货,1100.93,1144.26,982.83,1278货,1238窾
2015/8/27,7762.63,7856.4,7762.63,7824.55,7754.25,7895.42,8691.48,8990.94,8865.7,8187.59,7509.48,5.56货,-2612货,14353货,-64.8货,38059货,-17.7货,-195货,1101.4,1187.36,1003.94,1271货,-6.42货
2015/8/28,7923.77,8039.76,7923.77,8019.18,7828.37,7910.19,8668.04,8974.18,8800.01,8155.28,7510.55,-4415窾,-2612货,14423货,42.1货,38101货,4.49货,-191货,1053.52,1190.74,1035.39,1262货,-9.85货
2015/8/31,8026.62,8174.92,7961.77,8174.92,7913.77,7941.89,8648.91,8959.47,8760.13,8137.81,7515.49,-4.28货,-2616货,14447货,-3.62货,38097货,-10.7货,-201货,1016.47,1101.86,1066.76,1263货,1.28货
2015/9/1,8117.5,8119.9,8002.18,8017.56,7963.94,7964.14,8629.74,8944.68,8713.06,8113.14,7513.22,-2.56货,-2619货,14404货,-53.9货,38043货,1.98货,-199货,853.31,1025.12,1076.47,1268货,5.07货
2015/9/2,7970.4,8068.06,7907.31,8035.29,7974.38,7969.8,8608.94,8928.98,8654.99,8087.79,7520.59,140窾,-2619货,14410货,9807窾,38044货,39.8货,-159货,913.34,987.61,1065.93,1272货,4.36货
2015/9/3,8071.37,8101.13,8007.48,8095.95,8005.92,7987.84,8591.24,8914.77,8612.61,8070.11,7527.62,5.67货,-2613货,14425货,34.6货,38079货,-29.3货,-189货,871.63,941.65,1064.51,1268货,-4.76货
2015/9/4,8087.62,8128.23,7990.86,8000.6,8021.22,7999.47,8573.55,8900.51,8563.41,8048.03,7532.65,-4.80货,-2618货,14380货,-37.5货,38041货,-17.1货,-206货,830.34,897.02,1043.88,1272货,4.02货
2015/9/7,7990.76,8053.2,7957.8,7986.56,8013.17,7999.04,8554.65,8885.57,8502.54,8024.01,7545.49,-7.55货,-2626货,14362货,-21.1货,38020货,9.51货,-196货,690.47,831.82,966.84,1279货,7.84货
2015/9/8,7993.1,8031.26,7978.78,8001.5,8009.17,7999.42,8536.5,8870.96,8451.76,8004.38,7557.01,-4.27货,-2630货,14334货,-32.0货,37988货,-3.56货,-200货,668.16,794.79,909.96,1282货,2.38货
2015/9/9,8097.22,8296.13,8097.22,8286.92,8070.9,8034.87,8525.29,8859.77,8452.38,8004.56,7556.74,8.51货,-2621货,14525货,214货,38202货,41.9货,-158货,1188.65,849.85,918.73,1259货,-22.6货
2015/9/10,8247.64,8274.82,8214.5,8268.68,8131.07,8074.24,8516.31,8849.72,8444.68,8002.41,7560.13,-2.68货,-2624货,14512货,20.2货,38222货,-2.88货,-161货,859.26,847.38,894.51,1267货,7.94货
2015/9/11,8271.25,8313.18,8233.14,8305.82,8181,8111.8,8508.59,8840.31,8444.71,8002.42,7560.12,-1.42货,-2625货,14502货,-4.84货,38217货,-4.00货,-165货,806.62,842.63,869.82,1272货,4.39货
2015/9/14,8332.57,8360.03,8259.31,8307.29,8225.6,8148.71,8502.23,8831.63,8460.13,8007.11,7554.09,-2.14货,-2628货,14497货,12.8货,38230货,-14.0货,-179货,766.65,857.87,844.84,1273货,1.63货
2015/9/15,8320.22,8327.95,8226.07,8259.99,8244.92,8173.23,8495.06,8822.57,8471.85,8011.25,7550.64,-1.79货,-2629货,14471货,-16.2货,38214货,2.45货,-177货,692.67,862.77,828.78,1277货,3.83货
2015/9/16,8298.13,8342.36,8276.94,8333.29,8267.51,8198.58,8489.08,8814.14,8508.39,8026.82,7545.25,-6.26货,-2636货,14497货,40.3货,38254货,-12.1货,-189货,813.37,787.71,818.78,1280货,3.41货
2015/9/17,8377.31,8467.15,8377.31,8445.5,8317.28,8238.26,8486.71,8807.57,8562.62,8047.6,7532.59,-1.81货,-2637货,14606货,119货,38373货,24.4货,-164货,989.56,813.77,830.57,1268货,-12.5货
